Device_1,Device_2,Device_3,Device_4,Device_5,Device_6,Device_7,Device_8,Device_9,Device_10
39.78,0.0,80.31,87.02,0.0,97.02,112.84,62.56,0.0,84.25
38.5,0.0,68.33,78.3,0.0,105.9,95.6,100.53,0.0,139.59
41.64,0.0,66.81,103.2,0.0,99.83,110.46,67.52,0.0,152.2
56.42,0.0,51.43,70.42,0.0,100.49,161.08,64.3,0.0,172.82
52.59,0.0,102.69,53.26,0.0,97.61,36.8,117.86,0.0,53.15
60.4,0.0,59.2,46.91,0.0,95.96,87.76,174.14,0.0,152.03
48.13,0.0,90.35,85.74,0.0,99.59,86.91,93.73,0.0,112.72
38.56,0.0,75.25,77.49,0.0,90.36,150.75,103.79,0.0,198.43
61.45,0.0,61.25,94.59,0.0,103.59,126.13,113.26,0.0,203.37
49.81,0.0,95.94,116.0,0.0,94.7,97.49,179.59,0.0,107.17
62.83,0.0,89.5,96.5,0.0,95.37,100.79,178.31,0.0,160.56
55.98,0.0,89.41,76.03,0.0,100.51,98.66,138.17,0.0,73.9
71.89,0.0,82.89,53.72,0.0,98.6,89.32,100.85,0.0,153.67
47.8,0.0,86.33,151.41,0.0,95.2,98.71,121.98,0.0,25.48
59.01,0.0,92.17,87.77,0.0,105.24,93.49,127.99,0.0,99.08
58.91,0.0,67.7,81.98,0.0,97.65,130.5,173.72,0.0,122.82
44.45,0.0,68.06,62.46,0.0,108.36,113.4,128.0,0.0,172.23
48.28,0.0,36.19,24.88,0.0,103.44,84.14,121.38,0.0,171.55
35.38,0.0,96.45,75.9,0.0,99.92,141.65,89.7,0.0,73.81
34.51,0.0,54.51,101.28,0.0,102.63,100.76,148.16,0.0,185.2
51.27,0.0,25.58,102.24,0.0,97.02,151.87,164.62,0.0,137.6
57.93,0.0,92.72,73.73,0.0,108.42,117.38,140.0,0.0,148.01
56.38,0.0,43.31,99.14,0.0,95.87,61.6,114.37,0.0,137.04
53.4,0.0,79.52,34.04,0.0,103.8,111.28,147.07,0.0,55.25
58.63,0.0,50.65,56.77,0.0,106.3,101.92,194.28,0.0,104.58
44.1,0.0,60.74,101.11,0.0,96.64,124.13,85.9,0.0,150.16
47.27,0.0,71.39,81.79,0.0,99.71,168.13,147.35,0.0,176.61
57.38,0.0,96.78,98.58,0.0,105.47,133.61,100.15,0.0,67.4
54.33,0.0,67.23,98.82,0.0,97.24,109.69,136.62,0.0,65.75
47.9,0.0,43.36,72.5,0.0,96.91,132.31,153.63,0.0,107.32
63.21,0.0,82.81,57.71,0.0,95.55,82.55,82.85,0.0,58.73
37.08,0.0,94.68,89.45,0.0,95.64,112.69,164.04,0.0,145.68
44.81,0.0,56.26,57.69,0.0,106.17,97.14,93.29,0.0,143.77
47.17,0.0,60.48,61.85,0.0,93.23,69.36,57.92,0.0,143.72
58.17,0.0,31.06,110.64,0.0,93.85,121.14,121.25,0.0,174.14
50.02,0.0,44.23,90.88,0.0,103.23,81.01,96.13,0.0,167.79
37.39,0.0,94.17,53.47,0.0,99.51,111.99,94.51,0.0,125.35
55.14,0.0,59.38,53.37,0.0,98.45,112.27,116.31,0.0,204.43
60.88,0.0,43.54,82.67,0.0,102.64,135.82,85.65,0.0,142.6
57.39,0.0,54.46,119.04,0.0,105.4,98.63,136.38,0.0,126.69
56.19,0.0,69.26,66.89,0.0,101.28,94.36,123.86,0.0,112.41
31.26,0.0,78.32,104.11,0.0,107.08,109.25,181.82,0.0,103.31
41.0,0.0,77.63,99.79,0.0,108.5,121.57,153.94,0.0,176.99
54.82,0.0,91.69,70.78,0.0,92.86,133.89,98.45,0.0,151.03
49.45,0.0,138.24,41.65,0.0,106.69,74.69,122.92,0.0,196.58
55.23,0.0,104.69,62.83,0.0,105.59,67.93,120.54,0.0,209.73
37.34,0.0,68.05,78.08,0.0,102.57,102.2,169.7,0.0,84.61
49.39,0.0,64.48,67.31,0.0,105.2,123.92,126.69,0.0,98.15
36.1,0.0,53.28,81.23,0.0,96.92,124.19,150.87,0.0,110.95
30.46,0.0,72.71,40.49,0.0,99.17,67.53,93.52,0.0,187.11
52.96,0.0,84.64,90.07,0.0,103.82,85.08,85.65,0.0,191.68
58.43,0.0,62.71,93.24,0.0,105.24,96.59,216.16,0.0,166.41
52.46,0.0,76.42,73.46,0.0,96.77,100.34,104.92,0.0,44.7
49.67,0.0,75.57,41.41,0.0,103.64,52.65,101.23,0.0,160.82
34.38,0.0,85.86,69.46,0.0,97.32,165.44,116.4,0.0,185.89
60.06,0.0,58.98,97.87,0.0,106.27,122.47,135.4,0.0,134.88
49.56,0.0,61.27,61.97,0.0,97.87,117.71,84.7,0.0,159.11
69.6,0.0,45.31,91.08,0.0,101.99,120.93,150.5,0.0,192.07
59.42,0.0,77.06,50.86,0.0,91.74,173.89,103.86,0.0,76.39
29.95,0.0,67.48,36.81,0.0,102.88,103.02,164.71,0.0,143.27
57.55,0.0,109.45,121.66,0.0,105.98,123.28,108.08,0.0,127.94
36.03,0.0,100.14,83.19,0.0,97.57,157.27,157.2,0.0,264.48
42.41,0.0,91.49,29.84,0.0,101.75,112.2,119.38,0.0,152.06
47.49,0.0,85.02,136.65,0.0,99.62,52.37,67.95,0.0,117.38
49.06,0.0,81.45,52.48,0.0,100.08,69.17,109.11,0.0,139.18
53.98,0.0,70.92,37.13,0.0,104.38,113.76,115.54,0.0,170.2
39.77,0.0,82.5,55.04,0.0,102.6,87.12,100.24,0.0,135.76
38.49,0.0,104.29,76.93,0.0,104.1,150.35,132.71,0.0,148.35
56.01,0.0,88.1,42.49,0.0,92.86,161.83,161.11,0.0,151.45
49.87,0.0,66.09,53.39,0.0,97.0,92.74,100.74,0.0,73.56
0.0,0.0,70.32,92.87,0.0,106.22,131.25,60.54,0.0,97.8
28.06,0.0,60.71,75.1,0.0,104.45,75.81,138.42,0.0,153.56
48.23,0.0,46.63,106.81,0.0,98.28,137.03,0.0,0.0,150.67
41.09,0.0,25.45,92.82,0.0,108.01,75.93,75.5,0.0,171.88
40.79,0.0,86.27,86.53,0.0,102.23,115.96,150.98,0.0,147.32
59.22,0.0,59.05,105.51,0.0,101.57,107.06,96.1,0.0,154.74
39.04,0.0,92.58,126.56,0.0,101.05,144.22,52.9,0.0,147.14
39.07,0.0,78.54,107.18,0.0,104.11,137.66,147.79,0.0,151.26
46.69,0.0,61.31,84.44,0.0,110.8,123.29,139.7,0.0,88.7
54.5,0.0,81.93,63.3,0.0,102.15,128.01,86.4,0.0,90.86
41.16,0.0,58.58,20.23,0.0,109.56,72.03,111.79,0.0,109.99
0.0,0.0,72.08,128.16,0.0,94.32,100.19,39.51,0.0,101.53
64.5,0.0,65.22,78.12,0.0,100.62,92.13,150.54,0.0,171.65
41.19,0.0,62.13,62.81,0.0,99.63,114.37,122.16,0.0,105.07
47.55,0.0,116.07,34.06,0.0,100.87,130.67,136.12,0.0,236.06
42.21,0.0,50.99,76.83,0.0,100.55,113.1,60.55,0.0,129.23
33.15,0.0,57.06,90.16,0.0,102.29,68.93,115.67,0.0,200.91
53.03,0.0,48.92,102.58,0.0,96.37,132.21,88.84,0.0,97.22
57.34,0.0,70.67,77.39,0.0,91.62,106.35,0.0,0.0,121.65
70.12,0.0,54.38,50.05,0.0,104.06,104.03,98.03,0.0,114.88
41.03,0.0,89.38,72.38,0.0,102.31,136.43,94.67,0.0,148.86
63.36,0.0,108.06,99.47,0.0,101.08,119.18,139.57,0.0,46.29
63.42,0.0,75.05,67.0,0.0,107.24,123.44,33.68,0.0,110.73
51.98,0.0,73.68,3.76,0.0,103.22,112.86,83.02,0.0,104.82
56.02,0.0,65.21,90.86,0.0,93.34,106.96,105.92,0.0,212.0
58.73,0.0,59.52,92.7,0.0,103.24,122.35,177.2,0.0,118.82
69.74,0.0,46.93,78.86,0.0,100.28,120.51,103.19,0.0,151.99
54.78,0.0,79.28,64.43,0.0,100.47,110.58,105.76,0.0,138.74
0.0,0.0,79.7,71.6,0.0,97.43,102.58,156.99,0.0,33.7
41.34,0.0,112.12,68.36,0.0,106.69,110.3,74.94,0.0,83.09
53.05,0.0,38.23,59.92,0.0,96.56,139.66,175.95,0.0,138.54
60.24,0.0,83.55,82.47,0.0,93.34,84.92,150.44,0.0,121.29
52.45,0.0,88.2,44.44,0.0,107.29,168.08,0.0,0.0,54.49
42.2,0.0,79.35,61.96,0.0,101.71,62.56,133.91,0.0,177.52
50.89,0.0,58.5,75.18,0.0,100.96,76.99,70.66,0.0,113.5
48.71,0.0,87.53,48.12,0.0,99.74,138.19,118.67,0.0,117.36
0.0,0.0,84.89,89.57,0.0,108.09,108.36,80.26,0.0,137.22
33.38,0.0,70.81,74.97,0.0,104.0,132.83,103.37,0.0,29.02
55.51,0.0,24.62,71.47,0.0,100.64,125.65,112.21,0.0,142.82
55.95,0.0,84.18,106.42,0.0,95.78,78.91,146.08,0.0,176.69
54.45,0.0,74.17,100.77,0.0,106.35,87.04,129.33,0.0,234.91
49.96,0.0,37.08,70.6,0.0,97.09,108.85,126.03,0.0,137.16
31.94,0.0,45.63,37.48,0.0,100.28,138.95,0.0,0.0,134.03
49.81,0.0,53.69,54.62,0.0,96.27,166.01,105.74,0.0,146.45
60.61,0.0,64.39,99.54,0.0,100.27,113.34,75.37,0.0,178.42
41.4,0.0,74.77,113.33,0.0,97.34,73.95,107.98,0.0,132.83
30.11,0.0,85.56,78.53,0.0,102.72,129.33,112.12,0.0,215.11
0.0,0.0,84.54,76.16,0.0,100.31,128.56,91.69,0.0,118.35
53.14,0.0,42.88,123.16,0.0,100.9,112.45,93.71,0.0,158.85
53.73,0.0,95.42,93.44,0.0,88.4,97.8,127.76,0.0,152.65
58.86,0.0,67.21,43.88,0.0,105.36,96.77,0.0,0.0,205.3
49.45,0.0,62.25,54.26,0.0,101.82,92.28,56.29,0.0,144.99
35.0,0.0,41.65,53.47,0.0,97.81,145.49,0.0,0.0,67.62
41.81,0.0,76.8,76.33,0.0,100.78,116.32,0.0,0.0,128.26
58.19,0.0,52.34,80.62,0.0,102.64,105.53,124.49,0.0,170.93
51.4,0.0,31.15,112.07,0.0,97.27,68.97,90.62,0.0,186.46
0.0,0.0,98.21,63.85,0.0,106.17,127.67,32.04,0.0,155.06
54.35,0.0,78.4,41.2,0.0,102.53,121.97,88.23,0.0,203.17
0.0,0.0,76.49,61.63,0.0,108.27,157.6,95.7,0.0,86.69
48.26,0.0,70.06,90.94,0.0,96.95,63.74,0.0,0.0,129.65
68.57,0.0,61.79,63.3,0.0,96.67,100.59,146.12,0.0,131.23
54.15,0.0,66.77,85.08,0.0,97.36,148.79,0.0,0.0,164.74
48.71,0.0,62.21,99.48,0.0,97.9,125.12,0.0,0.0,127.79
54.55,0.0,81.85,76.85,0.0,102.16,82.33,148.69,0.0,106.17
52.23,0.0,71.54,61.22,0.0,99.38,57.16,137.43,0.0,86.55
28.43,0.0,75.18,63.81,0.0,94.78,95.73,120.95,0.0,153.64
56.5,0.0,54.77,86.13,0.0,100.39,87.13,115.75,0.0,196.12
68.21,0.0,60.36,57.45,0.0,113.21,123.51,145.37,0.0,37.32
42.2,0.0,77.75,65.06,0.0,100.21,96.33,0.0,0.0,164.57
64.54,0.0,33.86,50.36,0.0,101.27,107.83,111.22,0.0,176.39
47.43,0.0,82.9,59.8,0.0,95.35,131.29,146.75,0.0,76.54
52.93,0.0,60.02,71.45,0.0,105.38,143.61,104.97,0.0,105.58
60.7,0.0,75.98,77.75,0.0,101.63,99.55,115.9,0.0,193.99
42.8,0.0,85.22,128.29,0.0,96.95,144.98,120.88,0.0,126.01
62.42,0.0,75.36,82.48,0.0,103.4,114.19,0.0,0.0,115.3
37.86,0.0,109.99,95.45,0.0,107.54,63.11,66.94,0.0,87.17
41.25,0.0,77.28,55.3,0.0,101.82,88.77,64.52,0.0,105.92
44.06,0.0,64.81,98.2,0.0,96.08,153.53,67.39,0.0,156.3
56.62,0.0,47.74,86.56,0.0,95.98,127.28,102.77,0.0,131.88
46.59,0.0,53.56,117.0,0.0,94.18,80.23,142.0,0.0,117.45
34.8,0.0,93.78,68.63,0.0,110.58,118.99,78.55,0.0,94.96
47.83,0.0,66.12,52.85,0.0,103.45,63.96,158.98,0.0,148.41
42.16,0.0,35.65,54.26,0.0,100.85,81.39,164.58,0.0,112.87
0.0,0.0,74.04,48.24,0.0,106.7,181.28,118.48,0.0,101.53
46.57,0.0,58.34,72.87,0.0,98.17,108.52,71.54,0.0,133.93
50.71,0.0,80.71,110.1,0.0,107.0,103.55,180.86,0.0,86.61
0.0,0.0,40.11,91.26,0.0,97.94,88.17,179.88,0.0,174.49
54.34,0.0,89.73,93.64,0.0,100.78,112.61,144.05,0.0,75.23
48.16,0.0,52.57,64.95,0.0,95.2,68.77,37.65,0.0,97.36
53.25,0.0,51.24,90.45,0.0,100.75,111.85,138.54,0.0,114.92
24.07,0.0,77.79,113.09,0.0,97.68,68.7,120.64,0.0,180.17
50.97,0.0,83.35,30.72,0.0,85.19,98.19,91.55,0.0,162.54
54.14,0.0,110.73,52.57,0.0,94.14,126.26,115.28,0.0,172.39
48.01,0.0,88.43,112.41,0.0,103.25,67.68,138.34,0.0,116.46
56.69,0.0,28.02,84.85,0.0,97.45,124.69,81.42,0.0,133.6
57.39,0.0,49.67,62.52,0.0,101.83,145.6,77.16,0.0,112.17
63.04,0.0,110.32,84.9,0.0,102.41,155.68,111.67,0.0,143.97
51.05,0.0,78.49,89.84,0.0,99.95,96.09,0.0,0.0,64.19
30.86,0.0,42.7,63.3,0.0,102.47,51.67,116.49,0.0,113.72
27.15,0.0,86.36,86.58,0.0,100.77,170.38,105.98,0.0,149.46
33.98,0.0,72.82,77.52,0.0,110.09,146.04,110.03,0.0,108.68
49.62,0.0,54.01,119.53,0.0,98.25,123.53,123.33,0.0,121.19
48.43,0.0,64.65,93.39,0.0,106.29,124.07,180.14,0.0,218.2
52.76,0.0,85.28,77.74,0.0,98.03,114.25,164.12,0.0,164.29
43.75,0.0,63.25,74.54,0.0,105.88,171.06,183.86,0.0,251.43
42.64,0.0,74.86,82.09,0.0,102.91,123.28,110.41,0.0,211.62
55.55,0.0,65.74,85.58,0.0,99.45,122.14,175.63,0.0,104.25
56.56,0.0,60.52,91.46,0.0,97.58,126.41,127.44,0.0,124.25
47.43,0.0,103.32,53.42,0.0,94.14,115.57,89.57,0.0,145.51
49.62,0.0,101.38,85.39,0.0,105.19,105.89,132.55,0.0,222.8
54.04,0.0,73.68,60.34,0.0,97.83,86.13,97.71,0.0,135.9
55.04,0.0,79.28,81.72,0.0,96.96,145.33,109.04,0.0,88.53
38.56,0.0,59.15,59.69,0.0,97.01,103.08,126.57,0.0,124.25
42.8,0.0,99.5,104.32,0.0,106.02,100.24,74.38,0.0,176.35
37.69,0.0,42.79,92.03,0.0,102.51,129.76,101.05,0.0,94.88
44.93,0.0,57.76,104.11,0.0,101.68,91.06,85.79,0.0,150.07
58.12,0.0,44.27,79.74,0.0,98.55,34.41,131.14,0.0,93.26
55.46,0.0,84.35,86.03,0.0,106.28,130.6,77.14,0.0,151.32
39.02,0.0,53.59,87.8,0.0,99.28,138.51,166.63,0.0,196.47
55.12,0.0,53.67,109.35,0.0,99.74,127.33,115.28,0.0,143.51
50.86,0.0,47.6,58.33,0.0,100.97,76.02,119.72,0.0,119.57
45.06,0.0,66.86,87.78,0.0,99.31,105.03,140.55,0.0,115.2
35.94,0.0,79.41,69.21,0.0,94.0,150.26,176.76,0.0,137.4
48.25,0.0,55.87,84.36,0.0,92.42,108.3,39.27,0.0,161.26
56.8,0.0,78.55,93.51,0.0,98.25,89.59,108.76,0.0,224.92
28.37,0.0,63.05,63.3,0.0,94.39,97.85,122.91,0.0,249.45
46.04,0.0,55.65,105.01,0.0,99.22,129.07,84.45,0.0,149.05
72.54,0.0,94.66,121.76,0.0,100.9,64.82,131.59,0.0,189.76
56.73,0.0,72.6,109.47,0.0,98.3,103.93,163.28,0.0,57.35
52.6,0.0,51.78,92.73,0.0,102.95,102.22,134.35,0.0,182.91
42.63,0.0,67.68,87.43,0.0,95.08,121.14,135.03,0.0,175.73
43.22,0.0,67.99,71.42,0.0,104.88,136.14,104.54,0.0,189.52
49.17,0.0,72.95,58.34,0.0,93.36,98.06,155.99,0.0,245.57
66.03,0.0,69.47,112.91,0.0,101.29,82.26,147.29,0.0,206.12
54.66,0.0,67.73,33.72,0.0,98.19,79.57,26.93,0.0,169.21
41.28,0.0,57.33,68.57,0.0,104.16,96.79,72.85,0.0,228.52
61.77,0.0,90.73,103.67,0.0,90.61,127.91,147.11,0.0,158.19
47.07,0.0,94.04,93.34,0.0,102.48,116.96,144.99,0.0,169.55
66.97,0.0,75.81,-19.82,0.0,100.34,126.61,114.9,0.0,105.36
44.33,0.0,87.74,51.19,0.0,99.96,97.28,153.33,0.0,208.51
39.97,0.0,43.58,90.12,0.0,101.5,127.71,164.56,0.0,93.74
51.75,0.0,44.73,62.13,0.0,96.24,92.01,86.03,0.0,90.72
59.82,0.0,63.04,77.75,0.0,98.27,114.4,141.79,0.0,180.02
60.37,0.0,122.63,108.6,0.0,92.04,181.19,97.01,0.0,107.16
51.59,0.0,68.44,65.93,0.0,96.47,200.26,125.86,0.0,170.23
40.12,0.0,69.93,40.09,0.0,93.44,94.59,113.33,0.0,127.98
44.95,0.0,56.48,138.21,0.0,98.71,96.95,99.51,0.0,115.2
29.82,0.0,65.12,63.99,0.0,100.69,138.09,154.29,0.0,144.38
40.87,0.0,86.36,32.19,0.0,96.84,108.21,99.11,0.0,193.72
48.22,0.0,99.21,57.92,0.0,97.56,83.08,134.06,0.0,136.6
53.89,0.0,38.64,94.26,0.0,99.65,90.75,73.13,0.0,119.47
46.61,0.0,67.32,88.19,0.0,100.32,148.95,93.41,0.0,103.22
49.43,0.0,66.74,29.64,0.0,101.64,164.01,151.57,0.0,138.09
46.04,0.0,101.5,94.91,0.0,101.97,87.36,163.13,0.0,116.23
57.51,0.0,72.17,74.7,0.0,98.6,99.99,141.41,0.0,126.05
41.01,0.0,98.08,87.35,0.0,102.25,101.41,77.98,0.0,144.67
58.38,0.0,37.32,106.75,0.0,108.91,122.76,144.64,0.0,157.38
69.61,0.0,70.36,61.68,0.0,95.3,125.5,187.39,0.0,26.16
54.73,0.0,90.34,93.62,0.0,107.71,77.89,114.16,0.0,140.67
44.73,0.0,36.1,61.51,0.0,100.04,121.18,103.29,0.0,230.1
44.64,0.0,71.51,101.17,0.0,100.6,96.01,114.91,0.0,158.2
62.1,0.0,98.84,66.34,0.0,100.91,83.67,215.35,0.0,54.98
38.73,0.0,75.11,129.83,0.0,91.1,140.26,157.66,0.0,233.52
40.46,0.0,56.81,78.23,0.0,100.42,123.7,92.8,0.0,127.4
38.36,0.0,64.9,139.23,0.0,101.57,66.97,55.61,0.0,210.55
37.21,0.0,51.12,68.07,0.0,101.19,107.92,161.37,0.0,187.24
39.55,0.0,32.73,47.03,0.0,101.72,129.16,198.02,0.0,149.49
57.9,0.0,76.16,25.35,0.0,103.66,72.98,124.24,0.0,171.67
61.02,0.0,78.66,108.98,0.0,96.79,108.7,138.09,0.0,80.67
43.03,0.0,54.13,72.8,0.0,95.28,106.75,48.71,0.0,175.95
52.07,0.0,65.21,112.78,0.0,94.75,143.12,166.67,0.0,152.16
57.59,0.0,78.91,75.66,0.0,94.32,80.54,153.58,0.0,18.97
51.01,0.0,47.82,124.1,0.0,95.43,128.58,168.93,0.0,163.39
40.45,0.0,83.67,76.29,0.0,99.01,73.37,120.53,0.0,37.41
35.3,0.0,67.69,65.56,0.0,94.74,125.9,133.52,0.0,207.56
60.1,0.0,41.4,120.09,0.0,110.27,104.1,121.63,0.0,181.48
54.96,0.0,21.39,74.57,0.0,97.47,131.56,90.52,0.0,178.57
55.77,0.0,60.82,101.52,0.0,98.52,101.85,104.68,0.0,179.4
38.92,0.0,50.47,62.09,0.0,99.29,78.21,141.58,0.0,60.17
52.35,0.0,46.95,92.56,0.0,101.11,90.43,97.93,0.0,121.68
56.29,0.0,47.77,96.99,0.0,97.05,88.08,104.8,0.0,136.35
53.14,0.0,57.55,99.39,0.0,97.38,106.08,128.05,0.0,202.58
42.55,0.0,62.12,103.24,0.0,103.1,122.56,49.72,0.0,177.2
60.12,0.0,46.26,132.95,0.0,104.04,105.22,70.85,0.0,61.52
34.72,0.0,77.08,77.06,0.0,93.32,78.51,125.1,0.0,137.21
59.29,0.0,86.43,62.69,0.0,101.68,98.28,96.52,0.0,145.44
60.81,0.0,80.25,127.39,0.0,91.94,103.48,62.43,0.0,148.5
65.72,0.0,69.8,77.41,0.0,104.14,115.87,122.46,0.0,219.72
46.58,0.0,85.06,101.51,0.0,88.26,85.37,111.17,0.0,232.65
40.01,0.0,79.46,47.33,0.0,99.21,87.25,133.74,0.0,16.62
57.94,0.0,95.71,80.7,0.0,95.82,90.69,155.56,0.0,191.75
43.01,0.0,39.63,33.31,0.0,99.07,129.58,192.97,0.0,120.62
50.44,0.0,84.69,101.8,0.0,101.41,41.01,149.81,0.0,103.17
46.83,0.0,66.31,85.33,0.0,100.81,67.35,153.88,0.0,233.16
40.98,0.0,55.57,69.38,0.0,97.52,189.72,124.62,0.0,163.7
53.21,0.0,96.58,87.31,0.0,98.99,37.68,93.9,0.0,187.71
36.08,0.0,92.53,92.86,0.0,100.29,116.45,126.07,0.0,113.24
55.92,0.0,55.03,99.47,0.0,95.76,143.5,119.4,0.0,178.88
40.33,0.0,64.73,89.89,0.0,88.56,112.07,173.09,0.0,132.32
32.68,0.0,70.43,79.23,0.0,95.22,69.04,132.5,0.0,168.0
49.5,0.0,51.25,66.86,0.0,100.21,144.61,152.48,0.0,201.81
54.32,0.0,55.51,79.48,0.0,95.88,97.64,72.02,0.0,107.68
55.77,0.0,69.17,94.66,0.0,101.42,118.79,118.5,0.0,143.74
0.0,0.0,70.99,86.03,0.0,106.74,120.8,140.57,0.0,87.81
26.46,0.0,55.08,86.35,0.0,108.2,89.45,121.96,0.0,117.71
39.95,0.0,92.44,78.74,0.0,99.41,96.78,0.0,0.0,198.33
51.07,0.0,59.69,88.14,0.0,101.08,92.84,150.53,0.0,143.11
65.19,0.0,60.45,81.2,0.0,97.92,104.12,91.64,0.0,147.48
57.84,0.0,101.61,80.31,0.0,91.08,56.39,84.35,0.0,157.95
69.01,0.0,86.08,109.11,0.0,97.22,70.6,0.0,0.0,147.58
44.75,0.0,114.9,107.17,0.0,99.65,74.34,170.49,0.0,224.7
52.74,0.0,104.67,84.83,0.0,94.76,142.62,174.13,0.0,113.53
39.0,0.0,21.93,98.67,0.0,105.17,94.04,89.59,0.0,92.72
45.96,0.0,64.18,67.66,0.0,100.84,89.48,114.21,0.0,217.64
42.65,0.0,91.24,75.08,0.0,107.66,148.65,131.73,0.0,148.81
43.66,0.0,89.54,65.25,0.0,96.82,112.45,153.38,0.0,123.31
46.07,0.0,75.26,72.21,0.0,98.52,127.03,86.16,0.0,203.19
50.03,0.0,80.48,110.0,0.0,92.49,100.23,178.63,0.0,128.7
50.22,0.0,59.29,50.63,0.0,88.55,119.95,97.49,0.0,120.58
55.43,0.0,79.74,-11.08,0.0,98.68,140.9,131.16,0.0,143.08
51.4,0.0,21.46,61.91,0.0,93.3,127.29,106.33,0.0,167.42
46.56,0.0,95.14,132.56,0.0,103.76,136.19,0.0,0.0,173.53
0.0,0.0,74.02,89.43,0.0,94.29,134.49,131.86,0.0,120.41
0.0,0.0,82.47,104.0,0.0,101.09,131.93,78.67,0.0,199.68
45.51,0.0,84.14,95.86,0.0,97.89,90.11,153.63,0.0,206.6
54.91,0.0,45.65,104.4,0.0,97.56,120.56,46.85,0.0,201.83
58.66,0.0,59.69,94.61,0.0,102.52,147.31,144.88,0.0,148.46
62.74,0.0,77.96,69.4,0.0,108.26,76.41,87.78,0.0,158.49
42.02,0.0,75.11,106.28,0.0,94.24,77.87,87.99,0.0,183.22
0.0,0.0,58.41,115.53,0.0,96.54,105.37,95.96,0.0,71.89
36.05,0.0,57.47,110.13,0.0,95.88,77.41,114.28,0.0,131.16
53.73,0.0,50.63,109.27,0.0,98.76,124.03,58.39,0.0,168.96
60.83,0.0,74.21,111.2,0.0,98.29,89.46,126.18,0.0,143.31
48.5,0.0,53.75,82.79,0.0,111.5,151.39,125.83,0.0,179.28
60.73,0.0,85.73,97.85,0.0,93.68,120.58,64.45,0.0,80.61
38.61,0.0,80.05,38.73,0.0,106.3,114.94,118.72,0.0,134.28
0.0,0.0,68.84,52.28,0.0,97.95,110.71,155.28,0.0,141.92
48.64,0.0,102.43,106.97,0.0,98.6,116.07,135.48,0.0,179.69
60.22,0.0,68.34,23.87,0.0,103.96,76.48,33.31,0.0,189.71
45.83,0.0,108.66,111.64,0.0,96.68,176.96,88.34,0.0,127.6
45.46,0.0,105.91,107.41,0.0,99.99,64.06,93.06,0.0,151.42
40.08,0.0,74.88,90.16,0.0,108.0,130.05,114.45,0.0,95.45
52.03,0.0,79.53,90.51,0.0,106.83,84.37,111.71,0.0,201.41
0.0,0.0,17.36,75.3,0.0,91.26,129.43,161.14,0.0,103.87
57.01,0.0,68.78,63.01,0.0,105.35,88.71,80.39,0.0,97.44
56.97,0.0,78.28,102.86,0.0,101.21,92.9,181.71,0.0,220.78
47.93,0.0,13.55,80.56,0.0,102.46,117.05,129.8,0.0,123.67
44.37,0.0,87.09,31.09,0.0,103.05,131.26,97.99,0.0,76.82
56.77,0.0,76.81,29.14,0.0,105.6,101.93,76.94,0.0,89.77
49.68,0.0,43.57,72.02,0.0,103.18,119.76,131.42,0.0,162.17
48.26,0.0,67.67,63.67,0.0,100.68,76.49,129.31,0.0,48.68
58.98,0.0,71.23,97.69,0.0,100.7,100.91,118.14,0.0,210.29
48.02,0.0,51.54,102.43,0.0,92.11,101.63,103.91,0.0,57.74
41.62,0.0,54.45,74.44,0.0,104.85,77.39,178.43,0.0,139.75
0.0,0.0,82.52,61.13,0.0,88.17,124.62,115.94,0.0,115.85
50.81,0.0,82.89,58.2,0.0,105.37,94.43,136.5,0.0,107.02
39.63,0.0,64.29,94.92,0.0,102.76,143.44,151.95,0.0,101.84
38.87,0.0,79.73,90.03,0.0,97.28,123.75,176.98,0.0,140.55
50.95,0.0,35.58,117.36,0.0,104.16,92.0,153.81,0.0,67.17
73.37,0.0,76.06,78.92,0.0,96.25,67.02,182.65,0.0,118.93
46.07,0.0,55.03,16.47,0.0,106.24,113.83,176.27,0.0,150.71
46.64,0.0,74.88,85.73,0.0,101.79,118.7,86.23,0.0,157.74
65.24,0.0,64.66,35.4,0.0,98.2,127.42,159.39,0.0,139.92
49.43,0.0,62.2,124.75,0.0,96.05,100.65,75.96,0.0,169.06
35.52,0.0,71.6,104.43,0.0,107.57,135.75,149.01,0.0,147.28
34.27,0.0,93.54,100.35,0.0,98.84,135.36,110.4,0.0,154.79
62.27,0.0,12.04,89.19,0.0,96.3,120.38,105.75,0.0,148.77
56.66,0.0,80.84,68.57,0.0,104.01,63.16,170.34,0.0,57.25
58.26,0.0,81.69,138.84,0.0,101.35,160.32,94.48,0.0,141.14
49.42,0.0,80.03,123.15,0.0,91.97,120.76,0.0,0.0,89.14
42.73,0.0,60.12,112.74,0.0,102.97,84.6,114.14,0.0,166.72
47.83,0.0,41.46,74.25,0.0,98.42,96.18,107.3,0.0,132.04
51.36,0.0,105.38,41.28,0.0,100.68,162.87,104.11,0.0,205.35
41.62,0.0,104.79,67.92,0.0,95.0,89.46,142.04,0.0,119.01
55.61,0.0,62.3,76.21,0.0,99.62,148.05,54.95,0.0,73.15
37.4,0.0,50.71,109.78,0.0,100.17,135.91,116.09,0.0,96.42
46.67,0.0,66.64,76.74,0.0,101.83,124.63,113.77,0.0,109.25
47.96,0.0,73.65,98.27,0.0,102.65,135.26,204.3,0.0,119.65
